BOW_Code,Species_Scientific_Name,Species_Common_Name,Total_Citation_Num,Diet_Information,Diet_Entry_Length,Diet_Citation_Num,Percentile_Total_Citation_Num,Percentile_Diet_Entry_Length,Percentile_Diet_Citation_Num,Certainty
musduc1,Biziura lobata,Musk Duck,25,TRUE,146,4,0.485243137,0.60465661,0.876089197,0.655329648
ausbrt1,Alectura lathami,Australian Brushturkey,43,TRUE,109,2,0.73826478,0.548205753,0.818654549,0.701708361
watbrt1,Aepypodius arfakianus,Wattled Brushturkey,18,TRUE,21,0,0.302585965,0.1139792,0.238920641,0.218495268
brubrt1,Aepypodius bruijnii,Waigeo Brushturkey,14,FALSE,0,NA,0.183172491,0.008104563,0.991473812,0.394250289
rebbrt1,Talegalla cuvieri,Red-billed Brushturkey,10,FALSE,0,NA,0.079546519,0.008104563,0.991567507,0.35973953
bkbbrt1,Talegalla fuscirostris,Yellow-legged Brushturkey,11,TRUE,20,0,0.102314251,0.106343109,0.238920641,0.149192667
bncbrt1,Talegalla jobiensis,Red-legged Brushturkey,13,FALSE,0,NA,0.155204722,0.008104563,0.991661201,0.384990162
mallee1,Leipoa ocellata,Malleefowl,66,TRUE,298,3,0.850651176,0.691651832,0.852431369,0.798244792
maleo1,Macrocephalon maleo,Maleo,37,TRUE,40,3,0.682095006,0.267122646,0.852431369,0.600549674
molscr1,Eulipoa wallacei,Moluccan Megapode,18,FALSE,0,NA,0.302585965,0.008104563,0.991754896,0.434148474
niuscr1,Megapodius pritchardii,Tongan Megapode,24,TRUE,105,1,0.463084419,0.538836316,0.638386583,0.546769106
micscr1,Megapodius laperouse,Micronesian Megapode,30,TRUE,57,1,0.584231238,0.374496393,0.638386583,0.532371404
nicscr1,Megapodius nicobariensis,Nicobar Megapode,14,TRUE,53,1,0.183172491,0.350979106,0.638386583,0.39084606
tabscr1,Megapodius cumingii,Philippine Megapode,25,TRUE,36,2,0.485243137,0.237562073,0.818654549,0.513819919
sulscr1,Megapodius bernsteinii,Sula Megapode,16,TRUE,53,3,0.244167526,0.350979106,0.852431369,0.482526
tanscr1,Megapodius tenimberensis,Tanimbar Megapode,7,TRUE,18,0,0.030638059,0.09050876,0.238920641,0.120022487
dusscr1,Megapodius freycinet,Dusky Megapode,60,TRUE,31,2,0.832240232,0.194931135,0.818654549,0.615275305
dusscr3,Megapodius geelvinkianus,Biak Megapode,8,TRUE,13,0,0.043614729,0.055841844,0.238920641,0.112792405
melscr1,Megapodius eremita,Melanesian Megapode,26,TRUE,67,9,0.50698023,0.422374215,0.937833786,0.622396077
vanscr1,Megapodius layardi,Vanuatu Megapode,11,TRUE,27,0,0.102314251,0.162840813,0.238920641,0.168025235
negscr1,Megapodius decollatus,New Guinea Megapode,17,FALSE,0,NA,0.273728099,0.008104563,0.99184859,0.424560417
orfscr1,Megapodius reinwardt,Orange-footed Megapode,35,TRUE,91,4,0.65740654,0.50698023,0.876089197,0.680158656
placha,Ortalis vetula,Plain Chachalaca,153,TRUE,339,5,0.940644617,0.701583435,0.893235267,0.84515444
grhcha1,Ortalis cinereiceps,Gray-headed Chachalaca,17,TRUE,139,4,0.273728099,0.595146632,0.876089197,0.581654643
chwcha1,Ortalis garrula,Chestnut-winged Chachalaca,25,TRUE,283,3,0.485243137,0.688091446,0.852431369,0.675255317
ruvcha1,Ortalis ruficauda,Rufous-vented Chachalaca,31,TRUE,223,13,0.600768294,0.666260658,0.957978076,0.741669009
ruhcha1,Ortalis erythroptera,Rufous-headed Chachalaca,22,TRUE,73,4,0.413848028,0.449030263,0.876089197,0.579655829
rubcha1,Ortalis wagleri,Rufous-bellied Chachalaca,15,TRUE,20,1,0.21263937,0.106343109,0.638386583,0.319123021
wemcha1,Ortalis poliocephala,West Mexican Chachalaca,19,TRUE,161,0,0.332240232,0.62180268,0.238920641,0.397654518
chacha1,Ortalis canicollis,Chaco Chachalaca,27,TRUE,336,8,0.527686686,0.700974421,0.930291389,0.719650832
whbcha1,Ortalis leucogastra,White-bellied Chachalaca,24,TRUE,97,1,0.463084419,0.521549705,0.638386583,0.541006902
colcha1,Ortalis columbiana,Colombian Chachalaca,10,TRUE,55,0,0.079546519,0.362737749,0.238920641,0.227068303
specha3,Ortalis guttata,Speckled Chachalaca,51,TRUE,92,6,0.790452544,0.509603673,0.908741685,0.736265967
specha2,Ortalis araucuan,East Brazilian Chachalaca,8,TRUE,NA,1,0.043614729,0.74908648,0.638386583,0.477029264
specha4,Ortalis squamata,Scaled Chachalaca,12,TRUE,NA,1,0.127705425,0.749180174,0.638386583,0.505090727
varcha1,Ortalis motmot,Variable Chachalaca,26,TRUE,44,1,0.50698023,0.294575096,0.638386583,0.479980636
varcha3,Ortalis ruficeps,Chestnut-headed Chachalaca,38,TRUE,29,0,0.692729317,0.178956245,0.238920641,0.370202068
bubcha1,Ortalis superciliaris,Buff-browed Chachalaca,10,TRUE,NA,1,0.079546519,0.749273869,0.638386583,0.48906899
batgua1,Penelope argyrotis,Band-tailed Guan,20,TRUE,75,2,0.36039539,0.457134826,0.818654549,0.545394922
beagua1,Penelope barbata,Bearded Guan,23,TRUE,182,7,0.439660826,0.640401012,0.921343577,0.667135139
baugua1,Penelope ortoni,Baudo Guan,12,TRUE,73,3,0.127705425,0.449030263,0.852431369,0.476389019
andgua1,Penelope montagnii,Andean Guan,25,TRUE,95,6,0.485243137,0.516443362,0.908741685,0.636809394
margua1,Penelope marail,Marail Guan,22,TRUE,182,7,0.413848028,0.640401012,0.921343577,0.658530872
rumgua1,Penelope superciliaris,Rusty-margined Guan,42,TRUE,332,13,0.729316968,0.700178019,0.957978076,0.795824354
refgua1,Penelope dabbenei,Red-faced Guan,16,TRUE,60,2,0.244167526,0.39051813,0.818654549,0.484446735
spigua1,Penelope jacquacu,Spix's Guan,36,TRUE,108,6,0.67005528,0.545863394,0.908741685,0.708220119
cregua1,Penelope purpurascens,Crested Guan,51,TRUE,122,0,0.790452544,0.571535651,0.238920641,0.533636278
caugua1,Penelope perspicax,Cauca Guan,16,TRUE,284,10,0.244167526,0.688231987,0.944579781,0.625659765
whwgua1,Penelope albipennis,White-winged Guan,31,TRUE,174,0,0.600768294,0.634076642,0.238920641,0.491255192
dulgua1,Penelope obscura,Dusky-legged Guan,47,TRUE,179,6,0.766841563,0.637824417,0.908741685,0.771135888
dulgua3,Penelope bridgesi,Yungas Guan,50,TRUE,41,0,0.784737187,0.274337112,0.238920641,0.43266498
whcgua1,Penelope pileata,White-crested Guan,16,TRUE,NA,1,0.244167526,0.749367563,0.638386583,0.543973891
chbgua1,Penelope ochrogaster,Chestnut-bellied Guan,23,TRUE,96,6,0.439660826,0.519019957,0.908741685,0.622474156
whbgua1,Penelope jacucaca,White-browed Guan,24,TRUE,123,9,0.463084419,0.572941066,0.937833786,0.65795309
trpgua1,Pipile pipile,Trinidad Piping-Guan,16,TRUE,198,10,0.244167526,0.651550642,0.944579781,0.613432649
butpig1,Pipile cumanensis,Blue-throated Piping-Guan,71,TRUE,179,6,0.863159374,0.637824417,0.908741685,0.803241825
rtpgua1,Pipile cujubi,Red-throated Piping-Guan,16,TRUE,80,3,0.244167526,0.474093507,0.852431369,0.523564134
bfpgua1,Pipile jacutinga,Black-fronted Piping-Guan,65,TRUE,182,6,0.847980886,0.640401012,0.908741685,0.799041194
watgua1,Aburria aburri,Wattled Guan,27,TRUE,138,4,0.527686686,0.593647522,0.876089197,0.665807802
blagua1,Chamaepetes unicolor,Black Guan,13,TRUE,171,3,0.155204722,0.631265811,0.852431369,0.546300634
siwgua1,Chamaepetes goudotii,Sickle-winged Guan,26,TRUE,243,12,0.50698023,0.675161623,0.953808676,0.71198351
higgua1,Penelopina nigra,Highland Guan,27,TRUE,199,0,0.527686686,0.652393891,0.238920641,0.473000406
horgua1,Oreophasis derbianus,Horned Guan,51,TRUE,223,9,0.790452544,0.666260658,0.937833786,0.798182329
noccur1,Nothocrax urumutum,Nocturnal Curassow,31,TRUE,77,4,0.600768294,0.465239389,0.876089197,0.647365627
crecur2,Mitu tomentosum,Crestless Curassow,27,TRUE,108,3,0.527686686,0.545863394,0.852431369,0.641993816
salcur1,Mitu salvini,Salvin's Curassow,20,TRUE,225,5,0.36039539,0.667150754,0.893235267,0.64026047
rabcur2,Mitu tuberosum,Razor-billed Curassow,40,TRUE,147,0,0.712264593,0.606062026,0.238920641,0.51908242
alacur1,Mitu mitu,Alagoas Curassow,36,TRUE,72,1,0.67005528,0.445563572,0.638386583,0.584668478
helcur1,Pauxi pauxi,Helmeted Curassow,35,TRUE,72,1,0.65740654,0.445563572,0.638386583,0.580452231
horcur2,Pauxi koepckeae,Sira Curassow,16,TRUE,48,1,0.244167526,0.321371686,0.638386583,0.401308598
horcur3,Pauxi unicornis,Horned Curassow,30,TRUE,175,6,0.584231238,0.634966738,0.908741685,0.70931322
grecur1,Crax rubra,Great Curassow,59,TRUE,220,7,0.827742903,0.664621006,0.921343577,0.804569162
bubcur1,Crax alberti,Blue-billed Curassow,29,TRUE,45,1,0.566148224,0.301133702,0.638386583,0.501889503
yekcur1,Crax daubentoni,Yellow-knobbed Curassow,19,TRUE,142,3,0.332240232,0.598894406,0.852431369,0.594522003
blacur1,Crax alector,Black Curassow,38,TRUE,264,9,0.692729317,0.682844561,0.937833786,0.771135888
watcur1,Crax globulosa,Wattled Curassow,39,TRUE,117,4,0.702614073,0.56240045,0.876089197,0.71370124
bafcur1,Crax fasciolata,Bare-faced Curassow,55,TRUE,99,3,0.81148693,0.526047035,0.852431369,0.729988444
rebcur1,Crax blumenbachii,Red-billed Curassow,48,TRUE,7,0,0.773072238,0.033636278,0.238920641,0.348543053
helgui,Numida meleagris,Helmeted Guineafowl,71,TRUE,212,6,0.863159374,0.659655205,0.908741685,0.810518754
whbgui1,Agelastes meleagrides,White-breasted Guineafowl,28,TRUE,116,6,0.547221962,0.560292326,0.908741685,0.672085324
blagui1,Agelastes niger,Black Guineafowl,13,TRUE,53,1,0.155204722,0.350979106,0.638386583,0.38152347
vulgui1,Acryllium vulturinum,Vulturine Guineafowl,16,TRUE,111,2,0.244167526,0.552187764,0.818654549,0.538336613
plugui1,Guttera plumifera,Plumed Guineafowl,13,TRUE,61,1,0.155204722,0.395202848,0.638386583,0.396264718
cregui3,Guttera pucherani,Eastern Crested Guineafowl,25,TRUE,57,0,0.485243137,0.374496393,0.238920641,0.366220057
stopar1,Ptilopachus petrosus,Stone Partridge,27,TRUE,40,1,0.527686686,0.267122646,0.638386583,0.477731972
nahfra2,Ptilopachus nahani,Nahan's Partridge,36,TRUE,55,1,0.67005528,0.362737749,0.638386583,0.557059871
tafqua1,Rhynchortyx cinctus,Tawny-faced Quail,23,TRUE,18,0,0.439660826,0.09050876,0.238920641,0.256363409
mouqua,Oreortyx pictus,Mountain Quail,177,TRUE,177,6,0.949217652,0.63660639,0.908741685,0.831521909
bcwpar1,Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,23,TRUE,29,0,0.439660826,0.178956245,0.238920641,0.285845904
ltwpar1,Dendrortyx macroura,Long-tailed Wood-Partridge,23,TRUE,NA,1,0.439660826,0.749461257,0.638386583,0.609169556
bewpar1,Dendrortyx barbatus,Bearded Wood-Partridge,22,TRUE,15,0,0.413848028,0.070270777,0.238920641,0.241013148
banqua1,Philortyx fasciatus,Banded Quail,22,TRUE,180,4,0.413848028,0.638620819,0.876089197,0.642852681
norbob,Colinus virginianus,Northern Bobwhite,443,TRUE,300,11,0.995315282,0.692635623,0.949826665,0.87925919
bltbob1,Colinus nigrogularis,Black-throated Bobwhite,27,TRUE,24,0,0.527686686,0.13843343,0.238920641,0.301680252
crebob1,Colinus cristatus,Crested Bobwhite,50,TRUE,102,0,0.784737187,0.532090321,0.238920641,0.518582717
scaqua,Callipepla squamata,Scaled Quail,211,TRUE,426,15,0.961772697,0.718261033,0.964583529,0.881539086
elequa,Callipepla douglasii,Elegant Quail,39,TRUE,57,3,0.702614073,0.374496393,0.852431369,0.643180612
calqua,Callipepla californica,California Quail,271,TRUE,427,15,0.977653893,0.718495268,0.964583529,0.886910897
gamqua,Callipepla gambelii,Gambel's Quail,197,TRUE,475,9,0.956338424,0.723789,0.937833786,0.872653737
monqua,Cyrtonyx montezumae,Montezuma Quail,157,TRUE,378,6,0.942050033,0.709360067,0.908741685,0.853383928
ocequa1,Cyrtonyx ocellatus,Ocellated Quail,23,TRUE,44,0,0.439660826,0.294575096,0.238920641,0.324385521
sinqua1,Dactylortyx thoracicus,Singing Quail,32,TRUE,63,1,0.616040476,0.403729036,0.638386583,0.552718698
mawqua1,Odontophorus gujanensis,Marbled Wood-Quail,38,TRUE,78,0,0.692729317,0.468424998,0.238920641,0.466691652
swwqua1,Odontophorus capueira,Spot-winged Wood-Quail,19,TRUE,42,2,0.332240232,0.280989413,0.818654549,0.477294731
bewqua1,Odontophorus melanotis,Black-eared Wood-Quail,14,TRUE,40,1,0.183172491,0.267122646,0.638386583,0.362893907
bfwqua1,Odontophorus atrifrons,Black-fronted Wood-Quail,22,FALSE,0,NA,0.413848028,0.008104563,0.991942284,0.471298292
rfwqua1,Odontophorus erythrops,Rufous-fronted Wood-Quail,18,FALSE,0,NA,0.302585965,0.008104563,0.992035979,0.434242169
chwqua1,Odontophorus hyperythrus,Chestnut Wood-Quail,25,TRUE,54,1,0.485243137,0.357256629,0.638386583,0.493628783
dbwqua1,Odontophorus melanonotus,Dark-backed Wood-Quail,15,FALSE,0,NA,0.21263937,0.008104563,0.992129673,0.404291202
rbwqua1,Odontophorus speciosus,Rufous-breasted Wood-Quail,17,FALSE,0,NA,0.273728099,0.008104563,0.992223367,0.424685343
tawqua1,Odontophorus dialeucos,Tacarcuna Wood-Quail,14,FALSE,0,NA,0.183172491,0.008104563,0.992317062,0.394531372
gowqua1,Odontophorus strophium,Gorgeted Wood-Quail,20,TRUE,41,0,0.36039539,0.274337112,0.238920641,0.291217714
venwoq1,Odontophorus columbianus,Venezuelan Wood-Quail,19,TRUE,28,0,0.332240232,0.171226459,0.238920641,0.247462444
bbwqua1,Odontophorus leucolaemus,Black-breasted Wood-Quail,16,TRUE,14,0,0.244167526,0.062447297,0.238920641,0.181845154
sfwqua1,Odontophorus balliviani,Stripe-faced Wood-Quail,12,FALSE,0,NA,0.127705425,0.008104563,0.992410756,0.376073581
stwqua1,Odontophorus stellatus,Starred Wood-Quail,23,TRUE,36,1,0.439660826,0.237562073,0.638386583,0.438536494
spwqua1,Odontophorus guttatus,Spotted Wood-Quail,35,TRUE,NA,1,0.65740654,0.749554952,0.638386583,0.681782692
udzpar1,Xenoperdix udzungwensis,Udzungwa Partridge,12,TRUE,44,0,0.127705425,0.294575096,0.238920641,0.220400387
ferpar2,Caloperdix oculeus,Ferruginous Partridge,37,TRUE,30,1,0.682095006,0.186732877,0.638386583,0.502404822
crepar1,Rollulus rouloul,Crested Partridge,42,TRUE,58,3,0.729316968,0.380305444,0.852431369,0.654017927
blapar2,Melanoperdix niger,Black Partridge,26,FALSE,0,NA,0.50698023,0.008104563,0.99250445,0.502529748
hilpar1,Arborophila torqueola,Hill Partridge,29,TRUE,32,2,0.566148224,0.203035698,0.818654549,0.52927949
sicpar1,Arborophila rufipectus,Sichuan Partridge,22,TRUE,90,2,0.413848028,0.504544177,0.818654549,0.579015584
chbpar2,Arborophila mandellii,Chestnut-breasted Partridge,18,FALSE,0,NA,0.302585965,0.008104563,0.992598145,0.434429557
whnpar2,Arborophila gingica,White-necklaced Partridge,17,TRUE,11,0,0.273728099,0.046706643,0.238920641,0.186451794
rutpar1,Arborophila rufogularis,Rufous-throated Partridge,28,TRUE,NA,1,0.547221962,0.749648646,0.638386583,0.64508573
rebpar3,Arborophila rubrirostris,Red-billed Partridge,13,FALSE,0,NA,0.155204722,0.008104563,0.992691839,0.385333708
chhpar1,Arborophila cambodiana,Chestnut-headed Partridge,14,FALSE,0,NA,0.183172491,0.008104563,0.992785534,0.394687529
haipar1,Arborophila ardens,Hainan Partridge,18,FALSE,0,NA,0.302585965,0.008104563,0.992879228,0.434523252
taipar1,Arborophila crudigularis,Taiwan Partridge,14,TRUE,19,0,0.183172491,0.098238546,0.238920641,0.173443893
whcpar1,Arborophila atrogularis,White-cheeked Partridge,17,TRUE,NA,1,0.273728099,0.74974234,0.638386583,0.553952341
babpar1,Arborophila brunneopectus,Bar-backed Partridge,20,TRUE,25,1,0.36039539,0.147147006,0.638386583,0.381976327
ornpar1,Arborophila davidi,Orange-necked Partridge,15,TRUE,11,0,0.21263937,0.046706643,0.238920641,0.166088885
rebpar5,Arborophila hyperythra,Red-breasted Partridge,20,TRUE,21,0,0.36039539,0.1139792,0.238920641,0.237765077
gybpar3,Arborophila campbelli,Malayan Partridge,3,TRUE,NA,1,0.004356788,0.749836035,0.638386583,0.464193135
gybpar5,Arborophila rolli,Roll's Partridge,2,TRUE,5,0,0.002342359,0.025578563,0.238920641,0.088947188
gybpar6,Arborophila sumatrana,Sumatran Partridge,4,TRUE,5,0,0.007355008,0.025578563,0.238920641,0.090618071
chbpar1,Arborophila javanica,Chestnut-bellied Partridge,17,FALSE,0,NA,0.273728099,0.008104563,0.992972922,0.424935195
gybpar4,Arborophila orientalis,Gray-breasted Partridge,20,TRUE,12,0,0.36039539,0.051203973,0.238920641,0.216840001
snopar1,Lerwa lerwa,Snow Partridge,32,TRUE,76,2,0.616040476,0.461538462,0.818654549,0.632077829
blophe1,Ithaginis cruentus,Blood Pheasant,52,TRUE,184,5,0.796589525,0.642368594,0.893235267,0.777397795
westra1,Tragopan melanocephalus,Western Tragopan,48,TRUE,83,2,0.773072238,0.483931416,0.818654549,0.691886068
sattra1,Tragopan satyra,Satyr Tragopan,36,TRUE,NA,1,0.67005528,0.749929729,0.638386583,0.686123864
blytra1,Tragopan blythii,Blyth's Tragopan,36,TRUE,104,2,0.67005528,0.536353415,0.818654549,0.675021081
temtra1,Tragopan temminckii,Temminck's Tragopan,34,TRUE,NA,1,0.643867704,0.750023424,0.638386583,0.677425903
cabtra1,Tragopan caboti,Cabot's Tragopan,51,TRUE,139,3,0.790452544,0.595146632,0.852431369,0.746010181
verpar1,Tetraophasis obscurus,Verreaux's Partridge,19,TRUE,65,3,0.332240232,0.412161529,0.852431369,0.53227771
szepar1,Tetraophasis szechenyii,Szechenyi's Partridge,28,TRUE,32,2,0.547221962,0.203035698,0.818654549,0.522970736
himmon1,Lophophorus impejanus,Himalayan Monal,58,TRUE,91,2,0.823901434,0.50698023,0.818654549,0.716512071
sclmon1,Lophophorus sclateri,Sclater's Monal,27,TRUE,91,1,0.527686686,0.50698023,0.638386583,0.5576845
chimon1,Lophophorus lhuysii,Chinese Monal,31,TRUE,69,1,0.600768294,0.432352666,0.638386583,0.557169181
kokphe1,Pucrasia macrolopha,Koklass Pheasant,57,TRUE,114,1,0.819778881,0.557013024,0.638386583,0.671726163
wiltur,Meleagris gallopavo,Wild Turkey,422,TRUE,534,10,0.994940504,0.72861426,0.944579781,0.889378182
ocetur1,Meleagris ocellata,Ocellated Turkey,23,TRUE,186,0,0.439660826,0.64358662,0.238920641,0.440722696
rufgro,Bonasa umbellus,Ruffed Grouse,347,TRUE,236,15,0.989881008,0.672069709,0.964583529,0.875511415
hazgro1,Tetrastes bonasia,Hazel Grouse,118,TRUE,392,10,0.920172398,0.712030357,0.944579781,0.858927512
sevgro1,Tetrastes sewerzowi,Severtzov's Grouse,43,TRUE,157,4,0.73826478,0.617352197,0.876089197,0.743902058
saggro,Centrocercus urophasianus,Greater Sage-Grouse,461,TRUE,248,34,0.996205378,0.677410288,0.985430526,0.88634873
gusgro,Centrocercus minimus,Gunnison Sage-Grouse,229,TRUE,298,0,0.967675443,0.691651832,0.238920641,0.632749305
dusgro,Dendragapus obscurus,Dusky Grouse,256,TRUE,421,15,0.974655673,0.717511478,0.964583529,0.88558356
soogro1,Dendragapus fuliginosus,Sooty Grouse,243,TRUE,460,22,0.971704301,0.722055654,0.977794435,0.89051813
shtgro,Tympanuchus phasianellus,Sharp-tailed Grouse,240,TRUE,306,19,0.970907898,0.694275274,0.974187201,0.879790125
grpchi,Tympanuchus cupido,Greater Prairie-Chicken,263,TRUE,209,27,0.976248477,0.657968706,0.982057528,0.872091571
lepchi,Tympanuchus pallidicinctus,Lesser Prairie-Chicken,182,TRUE,239,9,0.9517474,0.673521971,0.937833786,0.854367719
whtpta1,Lagopus leucura,White-tailed Ptarmigan,256,TRUE,155,10,0.974655673,0.614213436,0.944579781,0.844482963
wilpta,Lagopus lagopus,Willow Ptarmigan,454,TRUE,375,11,0.995783753,0.708844748,0.949826665,0.884818389
rocpta1,Lagopus muta,Rock Ptarmigan,318,TRUE,838,17,0.98519629,0.741122459,0.970064649,0.898794466
sibgro2,Falcipennis falcipennis,Siberian Grouse,29,TRUE,183,7,0.566148224,0.64143165,0.921343577,0.709641151
sprgro,Canachites canadensis,Spruce Grouse,392,TRUE,818,33,0.993254005,0.740700834,0.984915207,0.906290015
blbcap1,Tetrao urogalloides,Black-billed Capercaillie,29,TRUE,157,3,0.566148224,0.617352197,0.852431369,0.67864393
wescap1,Tetrao urogallus,Western Capercaillie,282,TRUE,473,14,0.979621475,0.723554764,0.961351073,0.888175771
blagro1,Lyrurus tetrix,Black Grouse,223,TRUE,492,11,0.965567319,0.725428652,0.949826665,0.880274212
caugro1,Lyrurus mlokosiewiczi,Caucasian Grouse,41,TRUE,128,2,0.720697086,0.579827602,0.818654549,0.706393079
lobpar3,Rhizothera longirostris,Long-billed Partridge,29,TRUE,8,0,0.566148224,0.035463319,0.238920641,0.280177395
lobpar2,Rhizothera dulitensis,Dulit Partridge,4,TRUE,5,0,0.007355008,0.025578563,0.238920641,0.090618071
tibpar1,Perdix hodgsoniae,Tibetan Partridge,20,TRUE,40,3,0.36039539,0.267122646,0.852431369,0.493316468
grypar,Perdix perdix,Gray Partridge,221,TRUE,460,20,0.965098848,0.722055654,0.975498923,0.887551142
daupar1,Perdix dauurica,Daurian Partridge,31,TRUE,59,1,0.600768294,0.385552328,0.638386583,0.541569068
copphe1,Syrmaticus soemmerringii,Copper Pheasant,18,TRUE,66,1,0.302585965,0.416986789,0.638386583,0.452653112
reephe1,Syrmaticus reevesii,Reeves's Pheasant,38,TRUE,138,7,0.692729317,0.593647522,0.921343577,0.735906805
mikphe1,Syrmaticus mikado,Mikado Pheasant,19,FALSE,0,NA,0.332240232,0.008104563,0.993066617,0.444470471
ellphe1,Syrmaticus ellioti,Elliot's Pheasant,24,TRUE,64,2,0.463084419,0.408132671,0.818654549,0.563290546
humphe1,Syrmaticus humiae,Hume's Pheasant,35,TRUE,136,3,0.65740654,0.591258315,0.852431369,0.700365408
golphe,Chrysolophus pictus,Golden Pheasant,39,TRUE,88,2,0.702614073,0.498922515,0.818654549,0.673397046
laaphe1,Chrysolophus amherstiae,Lady Amherst's Pheasant,34,TRUE,67,1,0.643867704,0.422374215,0.638386583,0.568209501
rinphe1,Phasianus colchicus,Ring-necked Pheasant,337,TRUE,461,26,0.988381898,0.722243043,0.981261126,0.897295356
chephe1,Catreus wallichii,Cheer Pheasant,50,TRUE,118,1,0.784737187,0.564461726,0.638386583,0.662528499
whieap2,Crossoptilon harmani,Tibetan Eared-Pheasant,10,TRUE,95,2,0.079546519,0.516443362,0.818654549,0.471548143
whieap1,Crossoptilon crossoptilon,White Eared-Pheasant,42,TRUE,98,2,0.729316968,0.52379837,0.818654549,0.690589962
